Date,Open,High,Low,Close
03/20/2017,"2,378.24","2,379.55","2,369.66","2,373.47"
03/17/2017,"2,383.71","2,385.71","2,377.64","2,378.25"
03/16/2017,"2,387.71","2,388.10","2,377.18","2,381.38"
03/15/2017,"2,370.34","2,390.01","2,368.94","2,385.26"
03/14/2017,"2,368.55","2,368.55","2,358.18","2,365.45"
03/13/2017,"2,371.56","2,374.42","2,368.52","2,373.47"
03/10/2017,"2,372.52","2,376.86","2,363.04","2,372.60"
03/09/2017,"2,363.49","2,369.08","2,354.54","2,364.87"
03/08/2017,"2,369.81","2,373.09","2,361.01","2,362.98"
03/07/2017,"2,370.74","2,375.12","2,365.51","2,368.39"
03/06/2017,"2,375.23","2,378.80","2,367.98","2,375.31"
03/03/2017,"2,380.92","2,383.89","2,375.39","2,383.12"
03/02/2017,"2,394.75","2,394.75","2,380.17","2,381.92"
03/01/2017,"2,380.13","2,400.98","2,380.13","2,395.96"
02/28/2017,"2,366.08","2,367.79","2,358.96","2,363.64"
02/27/2017,"2,365.23","2,371.54","2,361.87","2,369.75"
02/24/2017,"2,355.73","2,367.34","2,352.87","2,367.34"
02/23/2017,"2,367.50","2,368.26","2,355.09","2,363.81"
02/22/2017,"2,361.11","2,365.13","2,358.34","2,362.82"
02/21/2017,"2,354.91","2,366.71","2,354.91","2,365.38"
02/17/2017,"2,343.01","2,351.16","2,339.58","2,351.16"
02/16/2017,"2,349.64","2,351.31","2,338.87","2,347.22"
02/15/2017,"2,335.58","2,351.30","2,334.81","2,349.25"
02/14/2017,"2,326.12","2,337.58","2,322.17","2,337.58"
02/13/2017,"2,321.72","2,331.58","2,321.42","2,328.25"
02/10/2017,"2,312.27","2,319.23","2,311.10","2,316.10"
02/09/2017,"2,296.70","2,311.08","2,296.61","2,307.87"
02/08/2017,"2,289.55","2,295.91","2,285.38","2,294.67"
02/07/2017,"2,295.87","2,299.40","2,290.16","2,293.08"
02/06/2017,"2,294.28","2,296.18","2,288.57","2,292.56"
02/03/2017,"2,288.54","2,298.31","2,287.88","2,297.42"
02/02/2017,"2,276.69","2,283.97","2,271.65","2,280.85"
02/01/2017,"2,285.59","2,289.14","2,272.44","2,279.55"
01/31/2017,"2,274.02","2,279.09","2,267.21","2,278.87"
01/30/2017,"2,286.01","2,286.01","2,268.04","2,280.90"
01/27/2017,"2,299.02","2,299.02","2,291.62","2,294.69"
01/26/2017,"2,298.63","2,300.99","2,294.08","2,296.68"
01/25/2017,"2,288.88","2,299.55","2,288.88","2,298.37"
01/24/2017,"2,267.88","2,284.63","2,266.68","2,280.07"
01/23/2017,"2,267.78","2,271.78","2,257.02","2,265.20"
01/20/2017,"2,269.96","2,276.96","2,265.01","2,271.31"
01/19/2017,"2,271.90","2,274.33","2,258.41","2,263.69"
01/18/2017,"2,269.14","2,272.01","2,263.35","2,271.89"
01/17/2017,"2,269.14","2,272.08","2,262.81","2,267.89"
01/13/2017,"2,272.74","2,278.68","2,271.51","2,274.64"
01/12/2017,"2,271.14","2,271.78","2,254.25","2,270.44"
01/11/2017,"2,268.60","2,275.32","2,260.83","2,275.32"
01/10/2017,"2,269.72","2,279.27","2,265.27","2,268.90"
01/09/2017,"2,273.59","2,275.49","2,268.90","2,268.90"
01/06/2017,"2,271.14","2,282.10","2,264.06","2,276.98"
01/05/2017,"2,268.18","2,271.50","2,260.45","2,269.00"
01/04/2017,"2,261.60","2,272.82","2,261.60","2,270.75"
01/03/2017,"2,251.57","2,263.88","2,245.13","2,257.83"
12/30/2016,"2,251.61","2,253.58","2,233.62","2,238.83"
12/29/2016,"2,249.50","2,254.51","2,244.56","2,249.26"
12/28/2016,"2,270.23","2,271.31","2,249.11","2,249.92"
12/27/2016,"2,266.23","2,273.82","2,266.15","2,268.88"
12/23/2016,"2,260.25","2,263.79","2,258.84","2,263.79"
12/22/2016,"2,262.93","2,263.18","2,256.08","2,260.96"
12/21/2016,"2,270.54","2,271.23","2,265.15","2,265.18"
12/20/2016,"2,266.50","2,272.56","2,266.14","2,270.76"
12/19/2016,"2,259.24","2,267.47","2,258.21","2,262.53"
12/16/2016,"2,266.81","2,268.05","2,254.24","2,258.07"
12/15/2016,"2,253.77","2,272.12","2,253.77","2,262.03"
12/14/2016,"2,268.35","2,276.20","2,248.44","2,253.28"
12/13/2016,"2,263.32","2,277.53","2,263.32","2,271.72"
12/12/2016,"2,258.83","2,264.03","2,252.37","2,256.96"
12/09/2016,"2,249.73","2,259.80","2,249.23","2,259.53"
12/08/2016,"2,241.13","2,251.69","2,237.57","2,246.19"
12/07/2016,"2,210.72","2,241.63","2,208.93","2,241.35"
12/06/2016,"2,207.26","2,212.78","2,202.21","2,212.23"
12/05/2016,"2,200.65","2,209.42","2,199.97","2,204.71"
12/02/2016,"2,191.12","2,197.95","2,188.37","2,191.95"
12/01/2016,"2,200.17","2,202.60","2,187.44","2,191.08"
11/30/2016,"2,204.97","2,214.10","2,198.81","2,198.81"
11/29/2016,"2,200.76","2,210.46","2,198.15","2,204.66"
11/28/2016,"2,210.21","2,211.14","2,200.36","2,201.72"
11/25/2016,"2,206.27","2,213.35","2,206.27","2,213.35"
11/23/2016,"2,198.55","2,204.72","2,194.51","2,204.72"
11/22/2016,"2,201.56","2,204.80","2,194.51","2,202.94"
11/21/2016,"2,186.43","2,198.70","2,186.43","2,198.18"
11/18/2016,"2,186.85","2,189.89","2,180.38","2,181.90"
11/17/2016,"2,178.61","2,188.06","2,176.65","2,187.12"
11/16/2016,"2,177.53","2,179.22","2,172.20","2,176.94"
11/15/2016,"2,168.29","2,180.84","2,166.38","2,180.39"
11/14/2016,"2,165.64","2,171.36","2,156.08","2,164.20"
11/11/2016,"2,162.71","2,165.92","2,152.49","2,164.45"
11/10/2016,"2,167.49","2,182.30","2,151.17","2,167.48"
11/09/2016,"2,131.56","2,170.10","2,125.35","2,163.26"
11/08/2016,"2,129.92","2,146.87","2,123.56","2,139.56"
11/07/2016,"2,100.59","2,132.00","2,100.59","2,131.52"
11/04/2016,"2,083.79","2,099.07","2,083.79","2,085.18"
11/03/2016,"2,098.80","2,102.56","2,085.23","2,088.66"
11/02/2016,"2,109.43","2,111.76","2,094.00","2,097.94"
11/01/2016,"2,128.68","2,131.45","2,097.85","2,111.72"
10/31/2016,"2,129.78","2,133.25","2,125.53","2,126.15"
10/28/2016,"2,132.23","2,140.72","2,119.36","2,126.41"
10/27/2016,"2,144.06","2,147.13","2,132.52","2,133.04"
10/26/2016,"2,136.97","2,145.73","2,131.59","2,139.43"
10/25/2016,"2,149.72","2,151.44","2,141.93","2,143.16"
10/24/2016,"2,148.50","2,154.79","2,146.91","2,151.33"
10/21/2016,"2,139.43","2,142.63","2,130.09","2,141.16"
10/20/2016,"2,142.51","2,147.18","2,133.44","2,141.34"
10/19/2016,"2,140.81","2,148.44","2,138.15","2,144.29"
10/18/2016,"2,138.31","2,144.38","2,135.49","2,139.60"
10/17/2016,"2,132.95","2,135.61","2,124.43","2,126.50"
10/14/2016,"2,139.68","2,149.19","2,132.98","2,132.98"
10/13/2016,"2,130.26","2,138.19","2,114.74","2,132.55"
10/12/2016,"2,137.67","2,145.36","2,132.77","2,139.18"
10/11/2016,"2,161.35","2,161.56","2,128.84","2,136.73"
10/10/2016,"2,160.39","2,169.60","2,160.39","2,163.66"
10/07/2016,"2,164.19","2,165.86","2,144.85","2,153.74"
10/06/2016,"2,158.22","2,162.93","2,150.28","2,160.77"
10/05/2016,"2,155.15","2,163.95","2,155.15","2,159.73"
10/04/2016,"2,163.37","2,165.46","2,144.01","2,150.49"
10/03/2016,"2,164.33","2,164.41","2,154.77","2,161.20"
09/30/2016,"2,156.51","2,175.30","2,156.51","2,168.27"
09/29/2016,"2,168.90","2,172.67","2,145.20","2,151.13"
09/28/2016,"2,161.85","2,172.40","2,151.79","2,171.37"
09/27/2016,"2,146.04","2,161.13","2,141.55","2,159.93"
09/26/2016,"2,158.54","2,158.54","2,145.04","2,146.10"
09/23/2016,"2,173.29","2,173.75","2,163.97","2,164.69"
09/22/2016,"2,170.94","2,179.99","2,170.94","2,177.18"
09/21/2016,"2,144.58","2,165.11","2,139.57","2,163.12"
09/20/2016,"2,145.94","2,150.80","2,139.17","2,139.76"
09/19/2016,"2,143.99","2,153.61","2,135.91","2,139.12"
09/16/2016,"2,146.48","2,146.48","2,131.20","2,139.16"
09/15/2016,"2,125.36","2,151.31","2,122.36","2,147.26"
09/14/2016,"2,127.86","2,141.33","2,119.90","2,125.77"
09/13/2016,"2,150.47","2,150.47","2,120.27","2,127.02"
09/12/2016,"2,120.86","2,163.30","2,119.12","2,159.04"
09/09/2016,"2,169.08","2,169.08","2,127.81","2,127.81"
09/08/2016,"2,182.76","2,184.94","2,177.49","2,181.30"
09/07/2016,"2,185.17","2,187.87","2,179.07","2,186.16"
09/06/2016,"2,181.61","2,186.57","2,175.10","2,186.48"
09/02/2016,"2,177.49","2,184.87","2,173.59","2,179.98"
09/01/2016,"2,171.33","2,173.56","2,157.09","2,170.86"
08/31/2016,"2,173.56","2,173.79","2,161.35","2,170.95"
08/30/2016,"2,179.45","2,182.27","2,170.41","2,176.12"
08/29/2016,"2,170.19","2,183.48","2,170.19","2,180.38"
